ID,label
50277,0
50278,2
50279,9
50280,7
50281,2
50282,0
50283,3
50284,3
50285,7
50286,9
50287,3
50288,1
50289,7
50290,0
50291,4
50292,7
50293,4
50294,5
50295,7
50296,8
50297,3
50298,3
50299,5
50300,5
50301,2
50302,5
50303,5
50304,5
50305,8
50306,6
50307,9
50308,2
50309,5
50310,7
50311,6
50312,2
50313,0
50314,7
50315,3
50316,3
50317,7
50318,5
50319,7
50320,4
50321,9
50322,2
50323,6
50324,5
50325,7
50326,3
50327,5
50328,7
50329,8
50330,5
50331,4
50332,3
50333,9
50334,7
50335,8
50336,5
50337,1
50338,5
50339,8
50340,1
50341,1
50342,1
50343,3
50344,1
50345,7
50346,5
50347,5
50348,5
50349,5
50350,9
50351,7
50352,2
50353,8
50354,8
50355,4
50356,5
50357,1
50358,3
50359,5
50360,5
50361,6
50362,8
50363,7
50364,5
50365,9
50366,7
50367,3
50368,7
50369,2
50370,4
50371,6
50372,8
50373,3
50374,7
50375,3
50376,9
50377,5
50378,5
50379,3
50380,9
50381,3
50382,3
50383,1
50384,0
50385,1
50386,8
50387,7
50388,7
50389,2
50390,9
50391,9
50392,2
50393,9
50394,9
50395,8
50396,3
50397,9
50398,7
50399,0
50400,3
50401,7
50402,4
50403,7
50404,9
50405,0
50406,8
50407,0
50408,3
50409,0
50410,3
50411,6
50412,3
50413,3
50414,5
50415,2
50416,5
50417,7
50418,9
50419,7
50420,5
50421,1
50422,8
50423,6
50424,5
50425,7
50426,3
50427,4
50428,7
50429,1
50430,5
50431,7
50432,1
50433,3
50434,2
50435,5
50436,2
50437,2
50438,1
50439,3
50440,1
50441,7
50442,8
50443,2
50444,7
50445,2
50446,3
50447,0
50448,7
50449,7
50450,9
50451,5
50452,6
50453,7
50454,2
50455,2
50456,0
50457,5
50458,0
50459,4
50460,6
50461,1
50462,0
50463,7
50464,7
50465,8
50466,4
50467,2
50468,1
50469,5
50470,5
50471,1
50472,3
50473,4
50474,4
50475,6
50476,4
50477,0
50478,5
50479,0
50480,4
50481,2
50482,5
50483,7
50484,5
50485,4
50486,2
50487,4
50488,7
50489,3
50490,2
50491,2
50492,0
50493,6
50494,3
50495,4
50496,3
50497,6
50498,5
50499,2
50500,4
50501,3
50502,3
50503,5
50504,2
50505,2
50506,7
50507,5
50508,7
50509,5
50510,7
50511,8
50512,3
50513,1
50514,3
50515,5
50516,3
50517,9
50518,1
50519,0
50520,0
50521,8
50522,0
50523,9
50524,0
50525,5
50526,2
50527,4
50528,4
50529,0
50530,7
50531,7
50532,0
50533,5
50534,0
50535,7
50536,6
50537,2
50538,8
50539,9
50540,5
50541,7
50542,9
50543,0
50544,7
50545,1
50546,3
50547,6
50548,4
50549,5
50550,2
50551,5
50552,2
50553,3
50554,5
50555,7
50556,7
50557,2
50558,6
50559,0
50560,5
50561,5
50562,3
50563,3
50564,6
50565,5
50566,1
50567,3
50568,0
50569,2
50570,5
50571,9
50572,1
50573,5
50574,3
50575,5
50576,2
50577,3
50578,0
50579,3
50580,5
50581,3
50582,6
50583,9
50584,3
50585,7
50586,5
50587,5
50588,1
50589,2
50590,4
50591,9
50592,7
50593,2
50594,2
50595,2
50596,3
50597,0
50598,0
50599,5
50600,5
50601,6
50602,4
50603,1
50604,8
50605,5
50606,9
50607,0
50608,7
50609,0
50610,9
50611,3
50612,9
50613,9
50614,0
50615,8
50616,5
50617,2
50618,5
50619,8
50620,2
50621,4
50622,6
50623,2
50624,3
50625,3
50626,0
50627,5
50628,7
50629,3
50630,4
50631,5
50632,0
50633,3
50634,1
50635,7
50636,4
50637,0
50638,2
50639,3
50640,7
50641,2
50642,5
50643,0
50644,7
50645,5
50646,2
50647,2
50648,6
50649,4
50650,1
50651,9
50652,5
50653,7
50654,5
50655,0
50656,7
50657,5
50658,6
50659,9
50660,0
50661,8
50662,3
50663,9
50664,5
50665,0
50666,5
50667,7
50668,2
50669,1
50670,5
50671,4
50672,3
50673,5
50674,4
50675,0
50676,5
50677,7
50678,5
50679,0
50680,4
50681,7
50682,4
50683,9
50684,6
50685,3
50686,8
50687,5
50688,4
50689,5
50690,7
50691,5
50692,0
50693,3
50694,7
50695,9
50696,1
50697,7
50698,2
50699,0
50700,7
50701,2
50702,7
50703,8
50704,9
50705,4
50706,3
50707,3
50708,7
50709,8
50710,4
50711,1
50712,1
50713,3
50714,7
50715,7
50716,3
50717,5
50718,7
50719,8
50720,7
50721,2
50722,9
50723,7
50724,7
50725,7
50726,0
50727,4
50728,2
50729,8
50730,6
50731,6
50732,2
50733,8
50734,9
50735,5
50736,5
50737,2
50738,7
50739,9
50740,7
50741,3
50742,7
50743,5
50744,9
50745,8
50746,8
50747,2
50748,4
50749,5
50750,7
50751,1
50752,6
50753,5
50754,2
50755,1
50756,7
50757,5
50758,9
50759,1
50760,0
50761,5
50762,0
50763,5
50764,5
50765,1
50766,2
50767,0
50768,3
50769,3
50770,5
50771,6
50772,9
50773,9
50774,3
50775,0
50776,3
50777,8
50778,8
50779,7
50780,9
50781,2
50782,5
50783,7
50784,3
50785,4
50786,0
50787,0
50788,7
50789,5
50790,3
50791,3
50792,9
50793,9
50794,7
50795,4
50796,8
50797,7
50798,6
50799,5
50800,9
50801,4
50802,0
50803,1
50804,2
50805,0
50806,9
50807,3
50808,5
50809,5
50810,2
50811,5
50812,7
50813,5
50814,3
50815,7
50816,3
50817,1
50818,9
50819,4
50820,0
50821,5
50822,0
50823,7
50824,6
50825,9
50826,3
50827,7
50828,6
50829,3
50830,8
50831,5
50832,0
50833,9
50834,2
50835,8
50836,0
50837,5
50838,9
50839,0
50840,3
50841,3
50842,4
50843,6
50844,0
50845,4
50846,1
50847,7
50848,5
50849,0
50850,7
50851,2
50852,7
50853,3
50854,9
50855,3
50856,0
50857,0
50858,7
50859,8
50860,9
50861,5
50862,9
50863,3
50864,5
50865,2
50866,3
50867,5
50868,3
50869,5
50870,3
50871,2
50872,9
50873,9
50874,2
50875,4
50876,3
50877,5
50878,5
50879,1
50880,1
50881,3
50882,5
50883,7
50884,3
50885,7
50886,9
50887,5
50888,3
50889,2
50890,5
50891,7
50892,9
50893,0
50894,3
50895,5
50896,2
50897,5
50898,6
50899,4
50900,8
50901,2
50902,5
50903,0
50904,5
50905,5
50906,7
50907,7
50908,6
50909,6
50910,6
50911,3
50912,0
50913,5
50914,3
50915,9
50916,7
50917,7
50918,3
50919,1
50920,6
50921,5
50922,6
50923,1
50924,5
50925,7
50926,0
50927,1
50928,2
50929,3
50930,2
50931,7
50932,9
50933,9
50934,5
50935,7
50936,6
50937,0
50938,2
50939,1
50940,3
50941,5
50942,3
50943,4
50944,8
50945,2
50946,0
50947,7
50948,7
50949,1
50950,3
50951,8
50952,0
50953,3
50954,6
50955,6
50956,1
50957,0
50958,0
50959,3
50960,0
50961,3
50962,0
50963,7
50964,6
50965,0
50966,0
50967,9
50968,5
50969,2
50970,0
50971,4
50972,0
50973,2
50974,5
50975,9
50976,6
50977,7
50978,5
50979,1
50980,2
50981,9
50982,3
50983,2
50984,3
50985,6
50986,0
50987,4
50988,7
50989,0
50990,7
50991,0
50992,0
50993,9
50994,7
50995,0
50996,6
50997,4
50998,9
50999,4
51000,4
51001,7
51002,0
51003,6
51004,7
51005,3
51006,7
51007,5
51008,7
51009,3
51010,7
51011,2
51012,7
51013,7
51014,6
51015,9
51016,4
51017,1
51018,2
51019,2
51020,3
51021,3
51022,8
51023,7
51024,5
51025,3
51026,4
51027,2
51028,5
51029,3
51030,1
51031,7
51032,7
51033,7
51034,6
51035,7
51036,7
51037,5
51038,5
51039,7
51040,8
51041,2
51042,6
51043,5
51044,5
51045,0
51046,9
51047,9
51048,0
51049,0
51050,3
51051,5
51052,0
51053,4
51054,2
51055,4
51056,8
51057,6
51058,6
51059,5
51060,3
51061,8
51062,7
51063,2
51064,9
51065,9
51066,7
51067,3
51068,7
51069,3
51070,3
51071,0
51072,6
51073,7
51074,5
51075,3
51076,5
51077,2
51078,8
51079,2
51080,3
51081,4
51082,2
51083,5
51084,6
51085,5
51086,4
51087,4
51088,0
51089,1
51090,5
51091,3
51092,6
51093,0
51094,5
51095,5
51096,7
51097,7
51098,5
51099,1
51100,9
51101,0
51102,5
51103,1
51104,3
51105,0
51106,3
51107,9
51108,5
51109,0
51110,9
51111,7
51112,9
51113,3
51114,2
51115,3
51116,6
51117,9
51118,5
51119,5
51120,2
51121,5
51122,3
51123,5
51124,9
51125,1
51126,7
51127,9
51128,5
51129,9
51130,3
51131,1
51132,7
51133,4
51134,3
51135,0
51136,3
51137,3
51138,1
51139,7
51140,6
51141,2
51142,8
51143,2
51144,4
51145,7
51146,7
51147,1
51148,3
51149,1
51150,5
51151,5
51152,2
51153,2
51154,1
51155,2
51156,5
51157,0
51158,7
51159,8
51160,3
51161,2
51162,2
51163,6
51164,7
51165,0
51166,7
51167,5
51168,1
51169,2
51170,2
51171,5
51172,7
51173,2
51174,0
51175,2
51176,0
51177,1
51178,3
51179,7
51180,4
51181,4
51182,0
51183,0
51184,4
51185,5
51186,9
51187,3
51188,7
51189,5
51190,3
51191,3
51192,6
51193,7
51194,3
51195,6
51196,1
51197,4
51198,8
51199,3
51200,2
51201,5
51202,5
51203,5
51204,0
51205,2
51206,1
51207,3
51208,2
51209,2
51210,3
51211,9
51212,2
51213,5
51214,0
51215,2
51216,5
51217,2
51218,9
51219,5
51220,2
51221,1
51222,9
51223,5
51224,2
51225,6
51226,2
51227,5
51228,9
51229,0
51230,5
51231,7
51232,2
51233,9
51234,4
51235,7
51236,4
51237,5
51238,2
51239,5
51240,5
51241,7
51242,1
51243,2
51244,5
51245,8
51246,6
51247,2
51248,8
51249,3
51250,9
51251,7
51252,7
51253,3
51254,0
51255,7
51256,9
51257,8
51258,2
51259,9
51260,8
51261,0
51262,7
51263,4
51264,0
51265,7
51266,5
51267,5
51268,5
51269,1
51270,4
51271,7
51272,7
51273,8
51274,0
51275,8
51276,9
51277,8
51278,7
51279,3
51280,2
51281,1
51282,7
51283,3
51284,4
51285,2
51286,1
51287,2
51288,2
51289,5
51290,5
51291,8
51292,8
51293,5
51294,6
51295,9
51296,8
51297,1
51298,2
51299,6
51300,5
51301,2
51302,9
51303,9
51304,3
51305,5
51306,3
51307,0
51308,6
51309,5
51310,2
51311,2
51312,1
51313,7
51314,4
51315,2
51316,4
51317,9
51318,3
51319,1
51320,6
51321,5
51322,5
51323,3
51324,9
51325,5
51326,9
51327,3
51328,9
51329,3
51330,5
51331,7
51332,5
51333,7
51334,3
51335,0
51336,3
51337,7
51338,1
51339,9
51340,7
51341,7
51342,4
51343,5
51344,0
51345,2
51346,5
51347,9
51348,5
51349,3
51350,6
51351,1
51352,3
51353,1
51354,3
51355,3
51356,5
51357,8
51358,0
51359,2
51360,9
51361,9
51362,3
51363,5
51364,7
51365,8
51366,6
51367,3
51368,1
51369,7
51370,3
51371,4
51372,5
51373,3
51374,9
51375,1
51376,4
51377,3
51378,5
51379,0
51380,2
51381,1
51382,4
51383,1
51384,4
51385,5
51386,5
51387,8
51388,5
51389,6
51390,7
51391,4
51392,2
51393,6
51394,5
51395,2
51396,3
51397,5
51398,5
51399,6
51400,5
51401,3
51402,5
51403,7
51404,8
51405,3
51406,0
51407,4
51408,5
51409,5
51410,7
51411,3
51412,7
51413,5
51414,2
51415,2
51416,8
51417,9
51418,2
51419,4
51420,0
51421,8
51422,7
51423,5
51424,7
51425,5
51426,3
51427,0
51428,7
51429,7
51430,5
51431,8
51432,6
51433,2
51434,3
51435,9
51436,6
51437,7
51438,6
51439,3
51440,7
51441,5
51442,3
51443,1
51444,9
51445,8
51446,6
51447,4
51448,2
51449,0
51450,0
51451,8
51452,5
51453,0
51454,5
51455,3
51456,6
51457,6
51458,7
51459,5
51460,6
51461,5
51462,7
51463,6
51464,7
51465,9
51466,4
51467,5
51468,9
51469,1
51470,0
51471,7
51472,7
51473,5
51474,4
51475,3
51476,5
51477,3
51478,8
51479,5
51480,2
51481,4
51482,1
51483,0
51484,9
51485,3
51486,6
51487,6
51488,9
51489,1
51490,8
51491,0
51492,6
51493,5
51494,9
51495,0
51496,2
51497,5
51498,5
51499,1
51500,3
51501,9
51502,3
51503,9
51504,5
51505,7
51506,5
51507,9
51508,0
51509,7
51510,4
51511,3
51512,5
51513,9
51514,3
51515,5
51516,4
51517,7
51518,7
51519,0
51520,5
51521,3
51522,6
51523,0
51524,9
51525,9
51526,2
51527,9
51528,2
51529,9
51530,6
51531,3
51532,7
51533,2
51534,5
51535,5
51536,7
51537,2
51538,3
51539,5
51540,2
51541,2
51542,3
51543,4
51544,3
51545,2
51546,5
51547,3
51548,0
51549,0
51550,2
51551,0
51552,2
51553,0
51554,1
51555,8
51556,3
51557,7
51558,9
51559,0
51560,6
51561,3
51562,9
51563,3
51564,7
51565,0
51566,3
51567,5
51568,7
51569,2
51570,4
51571,5
51572,2
51573,6
51574,3
51575,0
51576,3
51577,3
51578,5
51579,1
51580,3
51581,5
51582,2
51583,8
51584,3
51585,4
51586,6
51587,5
51588,5
51589,6
51590,3
51591,1
51592,2
51593,9
51594,0
51595,8
51596,7
51597,5
51598,1
51599,0
51600,5
51601,1
51602,3
51603,9
51604,2
51605,2
51606,4
51607,5
51608,3
51609,5
51610,6
51611,4
51612,8
51613,7
51614,5
51615,0
51616,8
51617,0
51618,9
51619,3
51620,3
51621,4
51622,2
51623,6
51624,3
51625,1
51626,6
51627,7
51628,3
51629,3
51630,9
51631,9
51632,9
51633,5
51634,2
51635,3
51636,7
51637,2
51638,7
51639,5
51640,8
51641,7
51642,2
51643,9
51644,1
51645,1
51646,9
51647,7
51648,3
51649,4
51650,6
51651,0
51652,2
51653,1
51654,7
51655,0
51656,7
51657,2
51658,9
51659,1
51660,8
51661,2
51662,5
51663,5
51664,4
51665,2
51666,9
51667,6
51668,1
51669,5
51670,3
51671,1
51672,3
51673,7
51674,5
51675,5
51676,1
51677,2
51678,3
51679,6
51680,0
51681,3
51682,4
51683,9
51684,4
51685,0
51686,0
51687,3
51688,6
51689,6
51690,6
51691,7
51692,1
51693,4
51694,1
51695,7
51696,3
51697,2
51698,7
51699,3
51700,5
51701,2
51702,2
51703,5
51704,8
51705,3
51706,3
51707,5
51708,3
51709,8
51710,8
51711,0
51712,1
51713,5
51714,9
51715,4
51716,7
51717,7
51718,1
51719,3
51720,3
51721,5
51722,9
51723,9
51724,7
51725,7
51726,9
51727,3
51728,2
51729,1
51730,0
51731,9
51732,5
51733,3
51734,7
51735,6
51736,2
51737,3
51738,5
51739,2
51740,0
51741,3
51742,5
51743,3
51744,3
51745,5
51746,7
51747,0
51748,7
51749,3
51750,5
51751,7
51752,1
51753,3
51754,1
51755,5
51756,8
51757,9
51758,5
51759,8
51760,3
51761,5
51762,2
51763,2
51764,7
51765,6
51766,7
51767,4
51768,2
51769,2
51770,7
51771,1
51772,2
51773,5
51774,6
51775,3
51776,3
51777,0
51778,2
51779,5
51780,8
51781,5
51782,3
51783,0
51784,5
51785,5
51786,7
51787,2
51788,7
51789,5
51790,7
51791,8
51792,7
51793,0
51794,3
51795,1
51796,5
51797,3
51798,7
51799,6
51800,2
51801,0
51802,2
51803,2
51804,7
51805,5
51806,7
51807,7
51808,0
51809,6
51810,0
51811,8
51812,6
51813,8
51814,1
51815,8
51816,1
51817,9
51818,7
51819,3
51820,9
51821,6
51822,3
51823,2
51824,0
51825,5
51826,5
51827,7
51828,3
51829,3
51830,2
51831,3
51832,5
51833,7
51834,9
51835,9
51836,2
51837,5
51838,6
51839,0
51840,7
51841,4
51842,3
51843,3
51844,0
51845,3
51846,5
51847,2
51848,3
51849,5
51850,5
51851,3
51852,0
51853,6
51854,8
51855,5
51856,5
51857,9
51858,3
51859,5
51860,3
51861,3
51862,1
51863,9
51864,9
51865,5
51866,3
51867,2
51868,7
51869,7
51870,7
51871,5
51872,9
51873,7
51874,4
51875,7
51876,4
51877,5
51878,5
51879,3
51880,2
51881,5
51882,0
51883,1
51884,5
51885,6
51886,3
51887,5
51888,9
51889,1
51890,8
51891,7
51892,4
51893,1
51894,7
51895,1
51896,3
51897,3
51898,1
51899,5
51900,3
51901,1
51902,9
51903,3
51904,0
51905,3
51906,3
51907,9
51908,1
51909,8
51910,3
51911,5
51912,4
51913,7
51914,5
51915,0
51916,8
51917,0
51918,8
51919,9
51920,5
51921,0
51922,0
51923,3
51924,9
51925,1
51926,7
51927,5
51928,8
51929,9
51930,9
51931,2
51932,3
51933,2
51934,3
51935,5
51936,3
51937,8
51938,5
51939,3
51940,0
51941,1
51942,3
51943,4
51944,4
51945,2
51946,3
51947,1
51948,7
51949,8
51950,8
51951,1
51952,2
51953,7
51954,3
51955,5
51956,2
51957,7
51958,3
51959,7
51960,7
51961,8
51962,6
51963,7
51964,5
51965,9
51966,5
51967,5
51968,7
51969,4
51970,7
51971,2
51972,9
51973,8
51974,5
51975,2
51976,3
51977,4
51978,4
51979,7
51980,5
51981,3
51982,4
51983,7
51984,7
51985,2
51986,6
51987,5
51988,7
51989,5
51990,3
51991,6
51992,3
51993,1
51994,5
51995,1
51996,0
51997,1
51998,5
51999,6
52000,8
52001,3
52002,9
52003,5
52004,2
52005,2
52006,1
52007,5
52008,3
52009,8
52010,5
52011,5
52012,5
52013,3
52014,7
52015,5
52016,4
52017,9
52018,4
52019,4
52020,6
52021,5
52022,2
52023,5
52024,0
52025,5
52026,1
52027,9
52028,8
52029,4
52030,8
52031,3
52032,4
52033,5
52034,9
52035,3
52036,3
52037,2
52038,5
52039,6
52040,1
52041,7
52042,1
52043,5
52044,7
52045,7
52046,5
52047,3
52048,9
52049,5
52050,2
52051,5
52052,0
52053,5
52054,7
52055,2
52056,5
52057,1
52058,5
52059,3
52060,5
52061,9
52062,0
52063,3
52064,0
52065,3
52066,2
52067,0
52068,6
52069,6
52070,3
52071,4
52072,1
52073,2
52074,2
52075,3
52076,9
52077,3
52078,5
52079,5
52080,5
52081,3
52082,5
52083,5
52084,3
52085,3
52086,5
52087,2
52088,0
52089,6
52090,4
52091,4
52092,2
52093,7
52094,0
52095,3
52096,5
52097,8
52098,6
52099,9
52100,3
52101,2
52102,5
52103,9
52104,8
52105,3
52106,2
52107,5
52108,7
52109,5
52110,8
52111,7
52112,2
52113,5
52114,9
52115,8
52116,3
52117,2
52118,3
52119,7
52120,6
52121,5
52122,2
52123,2
52124,9
52125,7
52126,7
52127,2
52128,4
52129,6
52130,3
52131,2
52132,5
52133,6
52134,5
52135,5
52136,5
52137,3
52138,7
52139,1
52140,5
52141,3
52142,9
52143,2
52144,4
52145,9
52146,3
52147,7
52148,7
52149,3
52150,3
52151,3
52152,0
52153,8
52154,5
52155,5
52156,5
52157,3
52158,1
52159,9
52160,3
52161,7
52162,2
52163,3
52164,9
52165,4
52166,6
52167,1
52168,1
52169,7
52170,7
52171,3
52172,2
52173,6
52174,6
52175,1
52176,4
52177,3
52178,0
52179,3
52180,5
52181,1
52182,8
52183,5
52184,6
52185,1
52186,2
52187,9
52188,3
52189,5
52190,5
52191,5
52192,4
52193,0
52194,7
52195,2
52196,3
52197,9
52198,7
52199,3
52200,2
52201,6
52202,9
52203,3
52204,0
52205,5
52206,1
52207,5
52208,2
52209,7
52210,2
52211,2
52212,4
52213,6
52214,0
52215,2
52216,3
52217,9
52218,3
52219,5
52220,2
52221,3
52222,2
52223,2
52224,7
52225,4
52226,3
52227,3
52228,7
52229,7
52230,6
52231,8
52232,0
52233,7
52234,5
52235,9
52236,7
52237,3
52238,1
52239,1
52240,7
52241,8
52242,2
52243,1
52244,5
52245,2
52246,9
52247,0
52248,3
52249,7
52250,3
52251,0
52252,7
52253,7
52254,9
52255,7
52256,3
52257,2
52258,5
52259,1
52260,1
52261,5
52262,3
52263,9
52264,0
52265,5
52266,0
52267,5
52268,5
52269,5
52270,1
52271,1
52272,6
52273,1
52274,1
52275,4
52276,8
52277,3
52278,9
52279,9
52280,7
52281,5
52282,1
52283,8
52284,5
52285,0
52286,7
52287,7
52288,2
52289,4
52290,6
52291,3
52292,2
52293,9
52294,4
52295,5
52296,3
52297,9
52298,1
52299,7
52300,8
52301,3
52302,5
52303,7
52304,1
52305,6
52306,2
52307,8
52308,2
52309,9
52310,9
52311,4
52312,1
52313,7
52314,7
52315,7
52316,7
52317,7
52318,7
52319,5
52320,0
52321,2
52322,5
52323,8
52324,0
52325,5
52326,3
52327,2
52328,3
52329,3
52330,6
52331,2
52332,3
52333,9
52334,3
52335,3
52336,6
52337,7
52338,2
52339,1
52340,5
52341,9
52342,3
52343,9
52344,9
52345,3
52346,2
52347,5
52348,4
52349,4
52350,5
52351,0
52352,5
52353,5
52354,2
52355,2
52356,5
52357,5
52358,5
52359,0
52360,0
52361,1
52362,6
52363,7
52364,6
52365,2
52366,0
52367,3
52368,9
52369,0
52370,3
52371,6
52372,3
52373,3
52374,7
52375,1
52376,1
52377,5
52378,5
52379,5
52380,5
52381,9
52382,0
52383,8
52384,0
52385,5
52386,5
52387,1
52388,4
52389,2
52390,8
52391,9
52392,6
52393,5
52394,8
52395,5
52396,0
52397,5
52398,2
52399,9
52400,0
52401,9
52402,6
52403,7
52404,3
52405,5
52406,2
52407,9
52408,7
52409,4
52410,2
52411,0
52412,5
52413,7
52414,6
52415,5
52416,2
52417,1
52418,4
52419,5
52420,6
52421,0
52422,5
52423,5
52424,6
52425,0
52426,4
52427,7
52428,7
52429,6
52430,1
52431,9
52432,0
52433,6
52434,1
52435,8
52436,9
52437,3
52438,5
52439,6
52440,5
52441,2
52442,9
52443,8
52444,6
52445,2
52446,1
52447,5
52448,0
52449,0
52450,9
52451,7
52452,5
52453,4
52454,8
52455,0
52456,7
52457,7
52458,8
52459,6
52460,5
52461,8
52462,4
52463,4
52464,0
52465,1
52466,8
52467,2
52468,7
52469,5
52470,5
52471,0
52472,0
52473,5
52474,3
52475,0
52476,2
52477,2
52478,5
52479,9
52480,7
52481,7
52482,2
52483,2
52484,2
52485,4
52486,2
52487,2
52488,5
52489,7
52490,7
52491,3
52492,6
52493,0
52494,7
52495,9
52496,5
52497,7
52498,7
52499,0
52500,3
52501,0
52502,8
52503,2
52504,1
52505,1
52506,5
52507,3
52508,6
52509,1
52510,3
52511,1
52512,9
52513,1
52514,2
52515,2
52516,0
52517,9
52518,3
52519,3
52520,0
52521,5
52522,8
52523,9
52524,7
52525,3
52526,3
52527,1
52528,5
52529,7
52530,7
52531,8
52532,1
52533,1
52534,1
52535,2
52536,5
52537,2
52538,3
52539,9
52540,9
52541,5
52542,7
52543,3
52544,5
52545,0
52546,2
52547,0
52548,8
52549,1
52550,9
52551,4
52552,5
52553,7
52554,5
52555,3
52556,2
52557,6
52558,9
52559,1
52560,0
52561,3
52562,6
52563,0
52564,7
52565,5
52566,7
52567,2
52568,5
52569,9
52570,0
52571,6
52572,3
52573,5
52574,9
52575,1
52576,4
52577,0
52578,4
52579,2
52580,3
52581,8
52582,3
52583,2
52584,7
52585,7
52586,9
52587,4
52588,5
52589,6
52590,8
52591,7
52592,9
52593,7
52594,5
52595,2
52596,7
52597,5
52598,0
52599,7
52600,9
52601,2
52602,5
52603,9
52604,1
52605,9
52606,0
52607,5
52608,7
52609,7
52610,0
52611,0
52612,5
52613,2
52614,9
52615,0
52616,7
52617,5
52618,3
52619,6
52620,2
52621,9
52622,0
52623,3
52624,7
52625,3
52626,0
52627,9
52628,9
52629,2
52630,9
52631,1
52632,3
52633,3
52634,8
52635,0
52636,1
52637,7
52638,3
52639,9
52640,7
52641,2
52642,3
52643,8
52644,7
52645,5
52646,7
52647,5
52648,5
52649,0
52650,2
52651,0
52652,3
52653,9
52654,3
52655,3
52656,3
52657,0
52658,6
52659,2
52660,4
52661,3
52662,2
52663,0
52664,6
52665,3
52666,2
52667,8
52668,4
52669,4
52670,2
52671,8
52672,9
52673,0
52674,7
52675,5
52676,3
52677,2
52678,9
52679,3
52680,9
52681,9
52682,7
52683,2
52684,9
52685,7
52686,3
52687,9
52688,0
52689,5
52690,6
52691,7
52692,5
52693,4
52694,2
52695,3
52696,2
52697,2
52698,0
52699,8
52700,5
52701,1
52702,4
52703,1
52704,3
52705,8
52706,1
52707,5
52708,7
52709,5
52710,4
52711,0
52712,9
52713,4
52714,9
52715,4
52716,3
52717,3
52718,7
52719,1
52720,6
52721,5
52722,5
52723,2
52724,2
52725,2
52726,7
52727,3
52728,5
52729,7
52730,9
52731,3
52732,7
52733,1
52734,0
52735,4
52736,1
52737,8
52738,7
52739,3
52740,7
52741,3
52742,4
52743,5
52744,8
52745,3
52746,5
52747,5
52748,7
52749,7
52750,3
52751,9
52752,2
52753,8
52754,7
52755,3
52756,7
52757,0
52758,9
52759,2
52760,3
52761,9
52762,5
52763,7
52764,0
52765,9
52766,1
52767,7
52768,9
52769,5
52770,4
52771,7
52772,3
52773,1
52774,7
52775,7
52776,4
52777,8
52778,8
52779,5
52780,8
52781,3
52782,2
52783,6
52784,1
52785,9
52786,3
52787,7
52788,3
52789,3
52790,3
52791,4
52792,3
52793,2
52794,9
52795,8
52796,8
52797,6
